Sample_ID,Plant_Material,UV_Visible,SEM,TEM,EDAX,XRD,Particle_Size,Antifungal_Activity,Antibacterial_Activity,Antioxidant_Activity,Anti_Inflammatory_Activity
288,Smilax Zeylanica leaves,379.14,15.84,2.87,58.21,52.06,18.61,0,0,1,1
289,Smilax Zeylanica leaves,469.36,63.6,8.87,37.26,54.04,46.94,0,1,0,1
290,Smilax Zeylanica leaves,450.11,34.08,3.93,97.25,35.98,69.78,0,0,1,0
291,Smilax Zeylanica leaves,697.23,74.98,6.13,37.11,28.82,20.98,1,1,0,0
292,Smilax Zeylanica leaves,617.37,21.04,5.96,67.42,63.67,75.38,1,0,1,1
293,Smilax Zeylanica leaves,559.12,27.75,3.92,99.93,22.85,68.14,1,0,1,0
294,Smilax Zeylanica leaves,393.6,98.08,3.27,41.96,44.17,90.92,0,1,0,0
295,Smilax Zeylanica leaves,692.47,89.93,6.47,27.3,79.07,59.84,1,1,0,1
296,Smilax Zeylanica leaves,630.87,18.33,1.79,37.43,74.42,58.85,1,0,0,1
297,Smilax Zeylanica leaves,646.76,99.48,8.15,28.29,28.78,18.52,1,1,0,0
298,Smilax Zeylanica leaves,446.89,48.15,6.69,50.65,63.25,72.71,0,0,1,1
299,Smilax Zeylanica leaves,393.07,49.41,4.32,11.28,24.29,76.33,0,0,0,0
300,Smilax Zeylanica leaves,673.49,71.22,3.27,45.75,44.03,16.65,1,1,0,0
301,Smilax Zeylanica leaves,594.64,28.67,9.13,2.28,55.84,46.53,1,0,0,1
302,Smilax Zeylanica leaves,722.39,29.55,9.82,53.45,35.28,3.27,1,0,1,0
303,Smilax Zeylanica leaves,298.19,27.62,8.71,15.36,76.25,45.24,0,0,0,1
304,Smilax Zeylanica leaves,283.87,70.17,7.27,21.33,66.04,22.08,0,1,0,1
305,Smilax Zeylanica leaves,412.21,29.76,8.81,25.21,45.7,57.16,0,0,0,0
306,Smilax Zeylanica leaves,710.75,78.84,3.63,48.33,32.44,91.02,1,1,0,0
307,Smilax Zeylanica leaves,722.4,98.61,4.55,45.53,54.02,18.73,1,1,0,1
308,Smilax Zeylanica leaves,583.04,58.24,3.78,20.09,34.69,58.73,1,1,0,0
309,Smilax Zeylanica leaves,202.48,88.71,5.02,43.53,66.11,90.15,0,1,0,1
310,Smilax Zeylanica leaves,778.19,67.09,3.11,38.55,31.48,8.05,1,1,0,0
311,Smilax Zeylanica leaves,745.89,35.35,6.12,51.32,22.07,73.24,1,0,1,0
312,Smilax Zeylanica leaves,204.27,80.96,3.93,0.61,63.08,92.4,0,1,0,1
313,Smilax Zeylanica leaves,433.96,73.29,3.23,33.97,38.57,79.47,0,1,0,0
314,Smilax Zeylanica leaves,448.54,15.89,4.42,7.44,77.87,14.51,0,0,0,1
315,Smilax Zeylanica leaves,401.43,37.51,9.33,76.51,42.79,51.87,0,0,1,0
316,Smilax Zeylanica leaves,768.79,73.89,6.98,26.79,64.21,64.19,1,1,0,1
317,Smilax Zeylanica leaves,291.5,52.82,2.62,80.86,36.42,55.3,0,1,1,0
318,Smilax Zeylanica leaves,325.6,63.66,2.77,45.2,39.6,17.02,0,1,0,0
319,Smilax Zeylanica leaves,630.37,73.05,6.31,56.61,36.05,81.77,1,1,1,0
320,Smilax Zeylanica leaves,539.04,38.64,4.2,84.32,28.0,58.83,1,0,1,0
321,Smilax Zeylanica leaves,386.88,76.64,8.49,0.01,50.39,55.57,0,1,0,1
322,Smilax Zeylanica leaves,315.91,32.74,7.82,50.69,68.62,95.89,0,0,1,1
323,Smilax Zeylanica leaves,635.65,62.63,3.78,97.91,28.32,39.54,1,1,1,0
324,Smilax Zeylanica leaves,759.51,42.51,8.2,87.94,31.21,88.69,1,0,1,0
325,Smilax Zeylanica leaves,620.96,70.58,2.81,53.37,44.48,89.48,1,1,1,0
326,Smilax Zeylanica leaves,578.78,18.5,4.28,30.86,56.71,5.5,1,0,0,1
327,Smilax Zeylanica leaves,337.38,26.95,4.5,34.47,70.4,55.49,0,0,0,1
328,Smilax Zeylanica leaves,486.99,95.22,5.22,97.11,29.63,89.21,0,1,1,0
329,Smilax Zeylanica leaves,386.65,81.09,2.23,7.58,36.39,22.99,0,1,0,0
330,Smilax Zeylanica leaves,464.99,49.71,2.9,45.41,46.74,5.01,0,0,0,0
331,Smilax Zeylanica leaves,390.89,70.96,2.51,89.05,77.45,68.55,0,1,1,1
332,Smilax Zeylanica leaves,611.64,49.84,3.67,46.55,60.46,48.72,1,0,0,1
333,Smilax Zeylanica leaves,771.31,44.55,2.34,1.12,51.48,61.03,1,0,0,1
334,Smilax Zeylanica leaves,354.53,59.06,7.26,71.32,30.26,5.2,0,1,1,0
335,Smilax Zeylanica leaves,514.23,74.21,3.23,44.71,60.89,34.68,1,1,0,1
336,Smilax Zeylanica leaves,382.56,92.68,1.93,66.54,49.11,18.8,0,1,1,0
337,Smilax Zeylanica leaves,725.44,33.18,8.65,30.42,21.34,17.9,1,0,0,0
338,Smilax Zeylanica leaves,618.17,11.2,6.76,69.39,72.11,1.91,1,0,1,1
339,Smilax Zeylanica leaves,353.37,18.02,1.87,89.69,55.23,6.78,0,0,1,1
340,Smilax Zeylanica leaves,792.45,77.39,6.19,37.6,32.2,63.23,1,1,0,0
341,Smilax Zeylanica leaves,588.82,19.95,3.86,42.78,54.96,9.77,1,0,0,1
342,Smilax Zeylanica leaves,539.43,34.54,2.9,92.46,55.3,84.73,1,0,1,1
343,Smilax Zeylanica leaves,358.47,91.87,8.16,63.22,78.35,80.72,0,1,1,1
344,Smilax Zeylanica leaves,656.99,91.36,1.53,66.95,34.37,99.71,1,1,1,0
345,Smilax Zeylanica leaves,479.38,18.31,9.76,49.66,74.79,77.63,0,0,0,1
346,Smilax Zeylanica leaves,644.49,96.45,6.82,82.79,77.66,71.48,1,1,1,1
347,Smilax Zeylanica leaves,232.9,42.75,2.24,14.31,71.92,39.71,0,0,0,1
348,Smilax Zeylanica leaves,508.93,95.72,8.73,45.94,57.46,63.29,1,1,0,1
349,Smilax Zeylanica leaves,785.56,82.89,6.66,82.08,68.04,41.07,1,1,1,1
350,Smilax Zeylanica leaves,621.23,61.97,4.45,68.28,75.64,47.4,1,1,1,1
351,Smilax Zeylanica leaves,491.88,46.2,8.26,75.27,29.64,84.85,0,0,1,0
352,Smilax Zeylanica leaves,291.47,11.41,1.56,85.5,29.66,40.21,0,0,1,0
353,Smilax Zeylanica leaves,307.69,40.2,7.32,9.32,44.55,36.59,0,0,0,0
354,Smilax Zeylanica leaves,340.0,71.91,8.43,46.9,37.81,41.31,0,1,0,0
355,Smilax Zeylanica leaves,678.5,10.89,9.56,20.07,73.6,74.09,1,0,0,1
356,Smilax Zeylanica leaves,559.26,84.59,8.06,13.18,58.91,10.9,1,1,0,1
357,Smilax Zeylanica leaves,668.98,93.16,6.47,87.82,54.21,35.83,1,1,1,1
358,Smilax Zeylanica leaves,445.4,18.58,2.38,4.37,61.1,21.42,0,0,0,1
359,Smilax Zeylanica leaves,692.18,56.45,3.98,89.67,32.55,73.16,1,1,1,0
360,Smilax Zeylanica leaves,316.99,72.32,6.77,73.77,65.33,78.41,0,1,1,1
361,Smilax Zeylanica leaves,535.9,83.48,1.4,62.7,37.53,62.05,1,1,1,0
362,Smilax Zeylanica leaves,560.98,93.36,9.5,89.34,62.93,38.15,1,1,1,1
363,Smilax Zeylanica leaves,267.45,18.56,6.43,62.13,51.0,20.98,0,0,1,1
364,Smilax Zeylanica leaves,690.54,22.82,9.84,6.06,48.38,57.34,1,0,0,0
365,Smilax Zeylanica leaves,240.03,86.63,3.27,50.32,24.52,37.92,0,1,1,0
366,Smilax Zeylanica leaves,623.52,37.24,6.79,31.32,67.9,42.58,1,0,0,1
367,Smilax Zeylanica leaves,215.97,65.61,7.05,95.6,39.49,69.49,0,1,1,0
368,Smilax Zeylanica leaves,771.02,35.13,3.9,33.73,20.23,53.08,1,0,0,0
369,Smilax Zeylanica leaves,579.22,28.43,7.62,37.17,66.97,49.57,1,0,0,1
370,Smilax Zeylanica leaves,276.77,26.23,3.36,79.94,76.56,81.46,0,0,1,1
371,Smilax Zeylanica leaves,369.95,81.6,6.22,52.12,43.79,80.82,0,1,1,0
372,Smilax Zeylanica leaves,648.12,87.57,9.02,47.53,30.88,63.45,1,1,0,0
373,Smilax Zeylanica leaves,521.72,23.72,3.36,57.28,63.64,37.38,1,0,1,1
374,Smilax Zeylanica leaves,749.29,79.1,2.9,53.06,75.06,30.98,1,1,1,1
375,Smilax Zeylanica leaves,589.83,64.09,2.72,57.14,42.78,59.92,1,1,1,0
376,Smilax Zeylanica leaves,257.31,36.6,7.15,26.48,44.32,12.12,0,0,0,0
377,Smilax Zeylanica leaves,254.3,80.18,9.67,35.17,54.62,40.12,0,1,0,1
378,Smilax Zeylanica leaves,438.44,94.97,9.06,34.76,29.43,99.5,0,1,0,0
379,Smilax Zeylanica leaves,586.32,42.97,3.43,45.09,65.5,51.59,1,0,0,1
380,Smilax Zeylanica leaves,411.59,34.81,6.86,33.77,45.93,17.69,0,0,0,0
381,Smilax Zeylanica leaves,270.75,98.81,4.47,84.2,52.07,28.1,0,1,1,1
382,Smilax Zeylanica leaves,398.55,50.45,9.03,11.01,36.89,60.68,0,1,0,0
383,Smilax Zeylanica leaves,478.01,58.5,5.97,75.38,45.7,91.69,0,1,1,0
384,Smilax Zeylanica leaves,426.07,86.77,7.51,50.52,20.22,45.22,0,1,1,0
385,Smilax Zeylanica leaves,271.83,29.93,7.14,40.13,51.89,80.51,0,0,0,1
386,Smilax Zeylanica leaves,249.38,57.81,7.8,91.67,73.17,11.34,0,1,1,1
387,Smilax Zeylanica leaves,623.44,46.79,2.35,16.38,76.65,86.2,1,0,0,1
388,Smilax Zeylanica leaves,797.75,98.66,1.32,30.85,78.54,29.07,1,1,0,1
389,Smilax Zeylanica leaves,243.5,58.95,4.72,35.57,33.09,27.74,0,1,0,0
390,Smilax Zeylanica leaves,561.47,58.47,5.66,87.19,65.05,22.78,1,1,1,1
391,Smilax Zeylanica leaves,441.04,55.62,4.09,54.19,44.47,63.07,0,1,1,0
392,Smilax Zeylanica leaves,281.18,58.99,5.68,31.33,46.33,97.8,0,1,0,0
393,Smilax Zeylanica leaves,339.31,33.52,6.65,54.65,37.49,19.19,0,0,1,0
394,Smilax Zeylanica leaves,368.63,78.96,3.15,8.78,42.39,55.96,0,1,0,0
395,Smilax Zeylanica leaves,344.62,48.5,2.45,75.78,76.97,78.12,0,0,1,1
396,Smilax Zeylanica leaves,484.79,59.69,9.78,32.74,64.32,67.96,0,1,0,1
397,Smilax Zeylanica leaves,652.42,97.88,1.32,7.54,26.17,28.82,1,1,0,0
398,Smilax Zeylanica leaves,567.74,13.92,7.84,57.94,37.28,37.64,1,0,1,0
399,Smilax Zeylanica leaves,715.19,60.86,4.37,72.01,42.93,69.24,1,1,1,0
400,Smilax Zeylanica leaves,472.63,68.23,7.15,82.53,71.72,71.22,0,1,1,1
401,Smilax Zeylanica leaves,782.49,95.42,6.39,51.19,51.53,81.11,1,1,1,1
402,Smilax Zeylanica leaves,717.66,64.04,3.99,8.47,25.09,57.09,1,1,0,0
403,Smilax Zeylanica leaves,396.02,60.33,4.52,44.26,77.63,1.6,0,1,0,1
404,Smilax Zeylanica leaves,454.38,45.13,1.38,49.05,74.22,16.61,0,0,0,1
405,Smilax Zeylanica leaves,791.83,54.27,1.66,98.89,43.37,74.98,1,1,1,0
406,Smilax Zeylanica leaves,492.48,58.09,4.22,55.39,37.9,26.44,0,1,1,0
407,Smilax Zeylanica leaves,791.4,33.92,5.49,26.48,25.36,3.46,1,0,0,0
408,Smilax Zeylanica leaves,549.95,15.98,4.52,6.18,68.29,53.1,1,0,0,1
409,Smilax Zeylanica leaves,624.08,14.43,9.31,47.47,58.16,71.86,1,0,0,1
410,Smilax Zeylanica leaves,243.67,90.89,1.67,73.44,33.57,51.69,0,1,1,0
411,Smilax Zeylanica leaves,519.87,13.07,1.46,69.66,45.85,31.89,1,0,1,0
412,Smilax Zeylanica leaves,623.55,90.14,4.79,97.84,77.59,21.94,1,1,1,1
413,Smilax Zeylanica leaves,413.38,96.79,4.76,52.18,45.67,92.42,0,1,1,0
414,Smilax Zeylanica leaves,761.31,66.78,1.57,15.91,40.71,7.15,1,1,0,0
415,Smilax Zeylanica leaves,304.38,86.16,7.08,89.81,53.36,92.56,0,1,1,1
416,Smilax Zeylanica leaves,408.99,10.64,3.4,87.37,48.82,90.32,0,0,1,0
417,Smilax Zeylanica leaves,661.8,44.47,2.83,35.25,32.0,91.27,1,0,0,0
418,Smilax Zeylanica leaves,403.96,82.34,1.29,64.87,28.96,39.49,0,1,1,0
419,Smilax Zeylanica leaves,618.89,74.62,6.61,86.62,36.29,20.33,1,1,1,0
420,Smilax Zeylanica leaves,204.23,92.67,8.74,51.06,20.28,10.28,0,1,1,0
421,Smilax Zeylanica leaves,404.7,30.11,4.63,96.82,21.84,49.68,0,0,1,0
422,Smilax Zeylanica leaves,625.46,27.59,2.87,50.46,33.58,96.88,1,0,1,0
423,Smilax Zeylanica leaves,229.34,66.19,8.85,8.72,32.18,87.34,0,1,0,0
424,Smilax Zeylanica leaves,262.78,56.74,1.52,58.87,77.3,77.47,0,1,1,1
425,Smilax Zeylanica leaves,349.87,25.9,7.22,55.13,28.65,2.49,0,0,1,0
426,Smilax Zeylanica leaves,290.68,32.0,1.63,5.7,25.3,26.33,0,0,0,0
427,Smilax Zeylanica leaves,488.74,93.53,2.88,56.44,51.46,7.0,0,1,1,1
428,Smilax Zeylanica leaves,747.02,84.63,7.21,74.59,33.18,48.47,1,1,1,0
429,Smilax Zeylanica leaves,527.72,80.9,1.98,30.59,24.2,75.38,1,1,0,0
430,Smilax Zeylanica leaves,359.68,29.22,7.88,44.4,32.06,96.01,0,0,0,0
431,Smilax Zeylanica leaves,756.54,43.6,4.2,73.6,73.66,68.38,1,0,1,1
432,Smilax Zeylanica leaves,769.95,19.01,6.16,47.28,32.31,27.82,1,0,0,0
433,Smilax Zeylanica leaves,323.72,99.89,9.56,32.2,69.43,3.72,0,1,0,1
434,Smilax Zeylanica leaves,649.36,74.37,4.37,83.77,31.39,39.16,1,1,1,0
435,Smilax Zeylanica leaves,577.56,94.92,1.64,90.17,30.25,88.08,1,1,1,0
436,Smilax Zeylanica leaves,652.17,58.01,7.14,56.63,72.27,74.02,1,1,1,1
437,Smilax Zeylanica leaves,787.73,56.55,6.24,52.63,36.91,82.38,1,1,1,0
438,Smilax Zeylanica leaves,597.0,16.9,3.55,27.41,42.09,74.58,1,0,0,0
439,Smilax Zeylanica leaves,289.56,41.16,9.16,77.08,27.03,3.48,0,0,1,0
440,Smilax Zeylanica leaves,715.11,93.52,9.14,47.53,51.2,27.12,1,1,0,1
441,Smilax Zeylanica leaves,366.2,61.88,7.31,5.05,27.22,82.61,0,1,0,0
442,Smilax Zeylanica leaves,575.32,14.93,4.37,55.43,25.34,85.68,1,0,1,0
443,Smilax Zeylanica leaves,308.22,49.3,3.76,96.36,61.74,30.32,0,0,1,1
444,Smilax Zeylanica leaves,288.24,19.16,5.1,42.58,71.56,66.2,0,0,0,1
445,Smilax Zeylanica leaves,659.73,38.28,4.69,40.47,63.51,49.04,1,0,0,1
446,Smilax Zeylanica leaves,391.0,38.97,7.34,9.61,75.93,95.99,0,0,0,1
447,Smilax Zeylanica leaves,321.85,67.65,9.63,96.4,52.15,98.13,0,1,1,1
448,Smilax Zeylanica leaves,309.15,85.17,2.08,20.49,35.99,55.67,0,1,0,0
449,Smilax Zeylanica leaves,379.11,90.27,3.3,69.85,34.05,67.44,0,1,1,0
450,Smilax Zeylanica leaves,443.19,32.41,7.03,65.0,23.25,3.56,0,0,1,0
451,Smilax Zeylanica leaves,379.02,83.73,9.63,56.27,63.09,98.9,0,1,1,1
452,Smilax Zeylanica leaves,260.82,99.27,6.81,28.67,76.0,87.74,0,1,0,1
453,Smilax Zeylanica leaves,415.32,31.58,9.39,2.53,65.74,29.61,0,0,0,1
454,Smilax Zeylanica leaves,672.52,45.41,2.59,65.73,75.21,2.1,1,0,1,1
455,Smilax Zeylanica leaves,211.79,72.48,3.97,64.52,56.2,76.49,0,1,1,1
456,Smilax Zeylanica leaves,221.89,65.92,8.52,48.12,79.97,82.06,0,1,0,1
457,Smilax Zeylanica leaves,682.79,17.22,2.71,36.46,26.08,90.41,1,0,0,0
458,Smilax Zeylanica leaves,377.75,29.76,6.57,29.33,35.92,46.9,0,0,0,0
459,Smilax Zeylanica leaves,738.26,37.43,9.92,97.57,50.37,15.81,1,0,1,1
460,Smilax Zeylanica leaves,774.72,73.11,4.62,95.85,62.14,69.61,1,1,1,1
461,Smilax Zeylanica leaves,368.09,65.57,6.47,10.94,49.6,30.94,0,1,0,0
462,Smilax Zeylanica leaves,438.54,59.57,5.34,20.79,46.54,58.72,0,1,0,0
463,Smilax Zeylanica leaves,628.09,47.84,2.27,46.95,65.2,89.36,1,0,0,1
464,Smilax Zeylanica leaves,351.61,66.75,6.44,72.75,37.62,48.09,0,1,1,0
465,Smilax Zeylanica leaves,331.09,98.62,1.05,81.6,78.94,86.02,0,1,1,1
466,Smilax Zeylanica leaves,570.22,82.0,4.6,12.28,23.7,47.7,1,1,0,0
467,Smilax Zeylanica leaves,394.94,72.59,9.89,99.13,72.61,28.53,0,1,1,1
468,Smilax Zeylanica leaves,627.31,29.38,9.52,27.19,42.25,5.33,1,0,0,0
469,Smilax Zeylanica leaves,555.66,40.21,4.2,83.18,52.71,50.32,1,0,1,1
470,Smilax Zeylanica leaves,450.87,10.23,2.8,48.43,31.53,46.18,0,0,0,0
471,Smilax Zeylanica leaves,793.42,81.86,7.13,33.89,50.71,42.59,1,1,0,1
472,Smilax Zeylanica leaves,303.22,65.46,6.02,16.32,71.37,64.41,0,1,0,1
473,Smilax Zeylanica leaves,607.09,97.43,9.12,70.6,77.34,6.49,1,1,1,1
474,Smilax Zeylanica leaves,523.86,71.44,4.44,83.25,59.82,2.81,1,1,1,1
475,Smilax Zeylanica leaves,730.44,50.78,9.9,89.69,53.71,27.78,1,1,1,1
476,Smilax Zeylanica leaves,298.56,75.93,7.94,1.49,60.13,7.3,0,1,0,1
477,Smilax Zeylanica leaves,239.4,87.89,3.65,18.84,75.37,33.2,0,1,0,1
478,Smilax Zeylanica leaves,680.88,48.17,6.27,5.74,55.37,94.66,1,0,0,1
479,Smilax Zeylanica leaves,285.98,98.23,4.86,48.73,71.45,58.4,0,1,0,1
480,Smilax Zeylanica leaves,705.1,90.79,2.03,83.7,78.8,3.26,1,1,1,1
481,Smilax Zeylanica leaves,280.5,52.57,5.39,34.55,60.72,42.51,0,1,0,1
482,Smilax Zeylanica leaves,360.69,98.42,5.22,66.44,34.77,10.03,0,1,1,0
483,Smilax Zeylanica leaves,779.58,10.96,6.69,45.6,33.67,50.83,1,0,0,0
484,Smilax Zeylanica leaves,503.11,50.51,1.71,60.7,41.61,86.65,1,1,1,0
485,Smilax Zeylanica leaves,718.99,41.55,6.63,67.89,76.82,65.2,1,0,1,1
486,Smilax Zeylanica leaves,408.09,39.92,6.84,47.1,64.6,71.89,0,0,0,1
487,Smilax Zeylanica leaves,274.92,41.23,5.21,37.43,25.91,14.79,0,0,0,0
488,Smilax Zeylanica leaves,502.88,51.19,1.14,34.1,30.68,42.71,1,1,0,0
489,Smilax Zeylanica leaves,252.8,51.21,6.47,6.99,21.46,88.51,0,1,0,0
490,Smilax Zeylanica leaves,609.12,17.89,2.76,41.71,60.08,14.52,1,0,0,1
491,Smilax Zeylanica leaves,729.94,80.04,3.27,28.72,76.25,95.45,1,1,0,1
492,Smilax Zeylanica leaves,698.03,80.97,2.53,12.4,39.95,13.7,1,1,0,0
493,Smilax Zeylanica leaves,718.37,10.42,8.98,72.53,34.52,9.73,1,0,1,0
494,Smilax Zeylanica leaves,239.2,73.35,5.89,18.35,78.65,2.7,0,1,0,1
495,Smilax Zeylanica leaves,723.8,60.2,2.43,55.26,33.16,30.59,1,1,1,0
496,Smilax Zeylanica leaves,239.1,90.95,7.17,34.38,77.29,55.7,0,1,0,1
497,Smilax Zeylanica leaves,722.2,77.99,7.56,64.01,23.79,28.11,1,1,1,0
498,Smilax Zeylanica leaves,275.74,16.06,2.01,84.31,72.2,38.21,0,0,1,1
499,Smilax Zeylanica leaves,280.44,76.89,5.53,80.99,67.22,56.33,0,1,1,1
500,Smilax Zeylanica leaves,654.79,80.82,1.36,4.72,50.25,4.8,1,1,0,1
501,Smilax Zeylanica leaves,214.79,33.66,5.28,69.82,30.47,23.0,0,0,1,0
502,Smilax Zeylanica leaves,666.87,24.46,3.5,14.3,78.38,76.79,1,0,0,1
503,Smilax Zeylanica leaves,416.66,51.44,3.4,85.74,55.57,47.19,0,1,1,1
504,Smilax Zeylanica leaves,683.83,39.61,7.81,75.38,37.86,14.99,1,0,1,0
505,Smilax Zeylanica leaves,238.69,22.17,6.86,87.58,40.77,61.7,0,0,1,0
506,Smilax Zeylanica leaves,201.57,66.75,7.94,15.21,38.69,84.6,0,1,0,0
507,Smilax Zeylanica leaves,350.47,30.89,4.63,86.17,75.52,89.12,0,0,1,1
508,Smilax Zeylanica leaves,468.84,23.12,1.21,81.04,45.5,66.72,0,0,1,0
509,Smilax Zeylanica leaves,341.33,47.42,5.32,71.5,28.78,98.51,0,0,1,0
510,Smilax Zeylanica leaves,366.34,24.71,5.7,77.52,37.73,18.44,0,0,1,0
511,Smilax Zeylanica leaves,554.49,77.78,8.79,24.75,66.9,23.11,1,1,0,1
512,Smilax Zeylanica leaves,700.57,95.78,8.18,71.12,51.98,2.47,1,1,1,1
513,Smilax Zeylanica leaves,286.59,10.67,6.1,52.4,76.15,38.39,0,0,1,1
514,Smilax Zeylanica leaves,299.64,98.52,4.95,59.95,39.09,61.57,0,1,1,0
515,Smilax Zeylanica leaves,313.94,66.62,7.2,54.07,77.55,30.24,0,1,1,1
516,Smilax Zeylanica leaves,550.37,87.0,8.33,61.68,76.93,28.78,1,1,1,1
517,Smilax Zeylanica leaves,407.05,60.84,1.86,17.14,72.6,74.28,0,1,0,1
518,Smilax Zeylanica leaves,600.07,28.78,3.39,21.21,35.5,37.26,1,0,0,0
519,Smilax Zeylanica leaves,283.81,14.68,9.36,32.3,26.27,18.62,0,0,0,0
520,Smilax Zeylanica leaves,488.99,94.29,9.53,7.47,54.83,7.25,0,1,0,1
521,Smilax Zeylanica leaves,795.46,47.3,5.33,48.48,45.75,84.81,1,0,0,0
522,Smilax Zeylanica leaves,768.59,83.46,5.48,84.98,38.23,95.01,1,1,1,0
523,Smilax Zeylanica leaves,529.26,72.76,8.54,71.61,64.03,97.28,1,1,1,1
524,Smilax Zeylanica leaves,587.44,85.91,9.68,95.2,68.63,71.57,1,1,1,1
525,Smilax Zeylanica leaves,406.39,28.17,9.21,70.35,23.17,5.42,0,0,1,0
526,Smilax Zeylanica leaves,661.68,35.4,1.35,79.01,45.42,98.84,1,0,1,0
527,Smilax Zeylanica leaves,265.25,54.78,2.57,70.58,51.47,39.73,0,1,1,1
528,Smilax Zeylanica leaves,794.26,30.11,5.04,86.24,22.68,30.12,1,0,1,0
529,Smilax Zeylanica leaves,619.68,98.47,9.61,51.24,31.49,11.69,1,1,1,0
530,Smilax Zeylanica leaves,713.85,65.15,9.15,31.79,61.88,37.88,1,1,0,1
531,Smilax Zeylanica leaves,481.88,51.08,9.26,82.25,33.98,31.77,0,1,1,0
532,Smilax Zeylanica leaves,362.37,75.92,4.5,82.33,34.23,9.16,0,1,1,0
533,Smilax Zeylanica leaves,446.92,74.81,4.87,73.61,61.52,55.41,0,1,1,1
534,Smilax Zeylanica leaves,315.26,79.77,6.37,2.97,25.4,26.08,0,1,0,0
535,Smilax Zeylanica leaves,230.1,63.73,5.33,54.02,67.32,67.51,0,1,1,1
536,Smilax Zeylanica leaves,258.41,65.76,9.75,1.0,49.74,28.48,0,1,0,0
537,Smilax Zeylanica leaves,472.93,93.92,3.12,66.14,41.16,84.73,0,1,1,0
538,Smilax Zeylanica leaves,330.11,47.61,6.12,85.74,24.41,92.16,0,0,1,0
539,Smilax Zeylanica leaves,773.08,60.87,8.07,50.94,33.69,20.47,1,1,1,0
540,Smilax Zeylanica leaves,281.3,28.88,8.05,27.52,71.69,41.45,0,0,0,1
541,Smilax Zeylanica leaves,600.12,83.23,5.65,91.83,25.21,77.11,1,1,1,0
542,Smilax Zeylanica leaves,770.06,32.12,6.33,50.78,69.39,71.4,1,0,1,1
543,Smilax Zeylanica leaves,221.58,34.25,3.25,47.24,37.72,33.27,0,0,0,0
544,Smilax Zeylanica leaves,287.65,33.03,8.7,35.28,48.46,98.48,0,0,0,0
545,Smilax Zeylanica leaves,675.6,51.37,5.98,23.39,30.96,46.95,1,1,0,0
546,Smilax Zeylanica leaves,329.46,48.4,3.9,64.34,41.31,15.14,0,0,1,0
547,Smilax Zeylanica leaves,789.58,13.91,9.41,32.98,22.75,89.27,1,0,0,0
548,Smilax Zeylanica leaves,673.47,20.92,7.4,88.55,74.81,70.6,1,0,1,1
549,Smilax Zeylanica leaves,424.09,37.53,9.81,81.39,20.71,69.97,0,0,1,0
550,Smilax Zeylanica leaves,544.57,93.89,4.98,43.3,41.4,10.44,1,1,0,0
551,Smilax Zeylanica leaves,450.68,85.39,8.79,53.92,63.73,69.78,0,1,1,1
552,Smilax Zeylanica leaves,605.99,94.69,7.09,45.19,41.94,81.78,1,1,0,0
553,Smilax Zeylanica leaves,256.97,75.98,8.8,7.57,39.18,57.5,0,1,0,0
554,Smilax Zeylanica leaves,563.91,62.98,8.12,17.63,35.41,9.42,1,1,0,0
555,Smilax Zeylanica leaves,512.63,24.29,9.24,45.46,33.32,48.95,1,0,0,0
556,Smilax Zeylanica leaves,363.82,88.62,7.6,3.26,45.26,2.68,0,1,0,0
557,Smilax Zeylanica leaves,506.0,51.46,4.31,95.77,40.44,91.07,1,1,1,0
558,Smilax Zeylanica leaves,275.02,25.77,3.68,68.99,37.85,93.2,0,0,1,0
559,Smilax Zeylanica leaves,430.8,26.55,8.18,13.78,27.76,26.54,0,0,0,0
560,Smilax Zeylanica leaves,288.51,17.04,5.66,96.99,61.66,51.79,0,0,1,1
561,Smilax Zeylanica leaves,569.04,15.11,2.97,25.64,35.73,50.72,1,0,0,0
562,Smilax Zeylanica leaves,478.72,41.91,8.14,93.7,28.82,29.7,0,0,1,0
563,Smilax Zeylanica leaves,518.13,51.69,5.82,66.88,58.19,10.05,1,1,1,1
564,Smilax Zeylanica leaves,646.24,33.01,5.18,99.52,75.86,75.63,1,0,1,1
565,Smilax Zeylanica leaves,325.1,86.18,1.41,22.74,38.23,28.16,0,1,0,0
566,Smilax Zeylanica leaves,205.97,15.92,5.86,10.58,49.73,70.55,0,0,0,0
567,Smilax Zeylanica leaves,586.97,68.47,2.12,63.4,49.69,10.06,1,1,1,0
568,Smilax Zeylanica leaves,497.63,92.71,8.65,67.78,68.39,37.97,0,1,1,1
569,Smilax Zeylanica leaves,568.42,42.32,5.68,51.25,28.88,35.65,1,0,1,0
570,Smilax Zeylanica leaves,447.54,29.59,5.09,2.82,48.97,69.26,0,0,0,0
571,Smilax Zeylanica leaves,705.44,30.01,7.29,42.0,79.19,58.89,1,0,0,1
572,Smilax Zeylanica leaves,426.55,24.5,4.18,0.98,60.81,37.1,0,0,0,1
573,Smilax Zeylanica leaves,509.8,30.07,9.73,63.73,73.13,45.58,1,0,1,1
574,Smilax Zeylanica leaves,497.58,35.49,4.82,80.8,65.25,3.52,0,0,1,1
575,Smilax Zeylanica leaves,747.59,30.29,1.19,97.4,34.58,65.11,1,0,1,0
576,Smilax Zeylanica leaves,596.52,75.39,7.23,7.32,23.72,97.2,1,1,0,0
